ItemID,Boss Name
56358,Grand Vizier Ertan
55831,Grand Vizier Ertan
56359,Grand Vizier Ertan
56360,Grand Vizier Ertan
55832,Grand Vizier Ertan
55833,Grand Vizier Ertan
55834,Grand Vizier Ertan
63040,Altairus
55840,Altairus
55841,Altairus
56361,Altairus
56362,Altairus
55835,Altairus
56363,Altairus
56364,Altairus
56365,Altairus
55838,Altairus
55839,Altairus
55842,"Asaad, Caliph of Zephyrs"
55844,"Asaad, Caliph of Zephyrs"
55845,"Asaad, Caliph of Zephyrs"
55846,"Asaad, Caliph of Zephyrs"
55847,"Asaad, Caliph of Zephyrs"
55848,"Asaad, Caliph of Zephyrs"
55849,"Asaad, Caliph of Zephyrs"
55850,"Asaad, Caliph of Zephyrs"
55851,"Asaad, Caliph of Zephyrs"
55853,"Asaad, Caliph of Zephyrs"
56366,"Asaad, Caliph of Zephyrs"
56367,"Asaad, Caliph of Zephyrs"
56368,"Asaad, Caliph of Zephyrs"
56369,"Asaad, Caliph of Zephyrs"
56370,"Asaad, Caliph of Zephyrs"
56371,"Asaad, Caliph of Zephyrs"
56373,"Asaad, Caliph of Zephyrs"
56374,"Asaad, Caliph of Zephyrs"
56375,"Asaad, Caliph of Zephyrs"
56376,"Asaad, Caliph of Zephyrs"
55856,General Husam
55857,General Husam
55858,General Husam
55859,General Husam
55860,General Husam
56379,General Husam
56380,General Husam
56381,General Husam
56382,General Husam
56383,General Husam
56389,Lockmaw
56390,Lockmaw
56391,Lockmaw
56392,Lockmaw
56393,Lockmaw
55866,Lockmaw
55867,Lockmaw
55868,Lockmaw
55869,Lockmaw
55870,Lockmaw
56384,High Prophet Barim
56385,High Prophet Barim
56386,High Prophet Barim
56387,High Prophet Barim
56388,High Prophet Barim
55861,High Prophet Barim
55862,High Prophet Barim
55863,High Prophet Barim
55864,High Prophet Barim
55865,High Prophet Barim
55872,Siamat
55873,Siamat
55874,Siamat
55875,Siamat
55876,Siamat
55877,Siamat
55878,Siamat
55879,Siamat
55880,Siamat
56394,Siamat
56395,Siamat
56396,Siamat
56397,Siamat
56398,Siamat
56399,Siamat
56400,Siamat
56401,Siamat
56402,Siamat
56403,Siamat
55871,Siamat
55888,Temple Guardian Anhuur
55889,Temple Guardian Anhuur
55890,Temple Guardian Anhuur
56407,Temple Guardian Anhuur
56408,Temple Guardian Anhuur
56409,Temple Guardian Anhuur
56410,Temple Guardian Anhuur
56411,Temple Guardian Anhuur
55886,Temple Guardian Anhuur
55887,Temple Guardian Anhuur
56096,Earthrager Ptah
56097,Earthrager Ptah
56422,Earthrager Ptah
56423,Earthrager Ptah
56424,Earthrager Ptah
56425,Earthrager Ptah
56426,Earthrager Ptah
56093,Earthrager Ptah
56094,Earthrager Ptah
56095,Earthrager Ptah
57856,Anraphet
57857,Anraphet
57858,Anraphet
57860,Anraphet
57866,Anraphet
57867,Anraphet
57868,Anraphet
57869,Anraphet
57870,Anraphet
57855,Anraphet
56416,"Isiset, Construct of Magic"
55992,"Isiset, Construct of Magic"
55993,"Isiset, Construct of Magic"
55994,"Isiset, Construct of Magic"
55995,"Isiset, Construct of Magic"
55996,"Isiset, Construct of Magic"
56412,"Isiset, Construct of Magic"
56413,"Isiset, Construct of Magic"
56414,"Isiset, Construct of Magic"
56415,"Isiset, Construct of Magic"
56000,"Ammunae, Construct of Life"
56417,"Ammunae, Construct of Life"
56418,"Ammunae, Construct of Life"
56419,"Ammunae, Construct of Life"
56421,"Ammunae, Construct of Life"
55997,"Ammunae, Construct of Life"
55998,"Ammunae, Construct of Life"
55999,"Ammunae, Construct of Life"
57872,"Setesh, Construct of Destruction"
57873,"Setesh, Construct of Destruction"
57874,"Setesh, Construct of Destruction"
57875,"Setesh, Construct of Destruction"
57861,"Setesh, Construct of Destruction"
57862,"Setesh, Construct of Destruction"
57863,"Setesh, Construct of Destruction"
57864,"Setesh, Construct of Destruction"
57865,"Setesh, Construct of Destruction"
57871,"Setesh, Construct of Destruction"
56098,"Rajh, Construct of Sun"
56099,"Rajh, Construct of Sun"
56100,"Rajh, Construct of Sun"
56101,"Rajh, Construct of Sun"
56102,"Rajh, Construct of Sun"
56104,"Rajh, Construct of Sun"
56105,"Rajh, Construct of Sun"
56106,"Rajh, Construct of Sun"
56107,"Rajh, Construct of Sun"
56427,"Rajh, Construct of Sun"
56108,"Rajh, Construct of Sun"
56428,"Rajh, Construct of Sun"
56429,"Rajh, Construct of Sun"
56430,"Rajh, Construct of Sun"
56431,"Rajh, Construct of Sun"
56432,"Rajh, Construct of Sun"
56433,"Rajh, Construct of Sun"
56434,"Rajh, Construct of Sun"
56435,"Rajh, Construct of Sun"
56436,"Rajh, Construct of Sun"
56112,General Umbriss
56113,General Umbriss
56114,General Umbriss
56115,General Umbriss
56116,General Umbriss
56440,General Umbriss
56441,General Umbriss
56442,General Umbriss
56443,General Umbriss
56444,General Umbriss
56448,Forgemaster Throngus
56449,Forgemaster Throngus
56118,Forgemaster Throngus
56119,Forgemaster Throngus
56120,Forgemaster Throngus
56121,Forgemaster Throngus
56122,Forgemaster Throngus
56445,Forgemaster Throngus
56446,Forgemaster Throngus
56447,Forgemaster Throngus
56450,Drahga Shadowburner
56451,Drahga Shadowburner
56452,Drahga Shadowburner
56453,Drahga Shadowburner
56454,Drahga Shadowburner
56123,Drahga Shadowburner
56124,Drahga Shadowburner
56125,Drahga Shadowburner
56126,Drahga Shadowburner
56127,Drahga Shadowburner
56128,"Erudax, the Duke of Below"
56129,"Erudax, the Duke of Below"
56130,"Erudax, the Duke of Below"
56131,"Erudax, the Duke of Below"
56132,"Erudax, the Duke of Below"
56133,"Erudax, the Duke of Below"
56455,"Erudax, the Duke of Below"
56135,"Erudax, the Duke of Below"
56136,"Erudax, the Duke of Below"
56456,"Erudax, the Duke of Below"
56137,"Erudax, the Duke of Below"
56457,"Erudax, the Duke of Below"
56138,"Erudax, the Duke of Below"
56458,"Erudax, the Duke of Below"
56459,"Erudax, the Duke of Below"
56460,"Erudax, the Duke of Below"
56461,"Erudax, the Duke of Below"
56462,"Erudax, the Duke of Below"
56463,"Erudax, the Duke of Below"
56464,"Erudax, the Duke of Below"
60416,Argaloth
60673,Argaloth
60419,Argaloth
60421,Argaloth
60424,Argaloth
60426,Argaloth
60429,Argaloth
60431,Argaloth
60434,Argaloth
60436,Argaloth
60439,Argaloth
60441,Argaloth
60443,Argaloth
60445,Argaloth
60448,Argaloth
60450,Argaloth
60453,Argaloth
60455,Argaloth
60459,Argaloth
60461,Argaloth
60463,Argaloth
60465,Argaloth
60468,Argaloth
60470,Argaloth
60473,Argaloth
60475,Argaloth
60478,Argaloth
60480,Argaloth
60245,Argaloth
60247,Argaloth
60248,Argaloth
60505,Argaloth
60250,Argaloth
60508,Argaloth
60509,Argaloth
60255,Argaloth
60513,Argaloth
60257,Argaloth
61026,Argaloth
60516,Argaloth
60261,Argaloth
61031,Argaloth
60776,Argaloth
61032,Argaloth
61033,Argaloth
60521,Argaloth
60778,Argaloth
60779,Argaloth
60783,Argaloth
60786,Argaloth
60787,Argaloth
60275,Argaloth
60788,Argaloth
60533,Argaloth
60534,Argaloth
60278,Argaloth
61047,Argaloth
60536,Argaloth
60280,Argaloth
60794,Argaloth
60539,Argaloth
60283,Argaloth
60540,Argaloth
60285,Argaloth
60799,Argaloth
60800,Argaloth
60288,Argaloth
60801,Argaloth
60290,Argaloth
60806,Argaloth
60807,Argaloth
60554,Argaloth
60298,Argaloth
60555,Argaloth
60300,Argaloth
60557,Argaloth
60305,Argaloth
60307,Argaloth
60564,Argaloth
60310,Argaloth
60567,Argaloth
60312,Argaloth
60314,Argaloth
60316,Argaloth
60319,Argaloth
60321,Argaloth
60324,Argaloth
60580,Argaloth
60581,Argaloth
60326,Argaloth
60583,Argaloth
60330,Argaloth
60586,Argaloth
60587,Argaloth
60332,Argaloth
60589,Argaloth
60593,Argaloth
60340,Argaloth
60342,Argaloth
60345,Argaloth
60602,Argaloth
60347,Argaloth
60604,Argaloth
60350,Argaloth
60607,Argaloth
60352,Argaloth
60355,Argaloth
60612,Argaloth
60613,Argaloth
60357,Argaloth
60361,Argaloth
60363,Argaloth
60626,Argaloth
60628,Argaloth
60630,Argaloth
60634,Argaloth
60636,Argaloth
60637,Argaloth
60645,Argaloth
60647,Argaloth
60649,Argaloth
60650,Argaloth
60651,Argaloth
60658,Argaloth
60659,Argaloth
60661,Argaloth
60662,Argaloth
60664,Argaloth
60409,Argaloth
60411,Argaloth
60668,Argaloth
60669,Argaloth
60414,Argaloth
60670,Argaloth
70400,Occu'thar
70401,Occu'thar
70402,Occu'thar
70403,Occu'thar
70404,Occu'thar
70942,Occu'thar
70943,Occu'thar
70947,Occu'thar
70949,Occu'thar
70952,Occu'thar
70953,Occu'thar
70245,Occu'thar
70247,Occu'thar
71271,Occu'thar
71273,Occu'thar
70250,Occu'thar
71276,Occu'thar
70252,Occu'thar
71278,Occu'thar
70255,Occu'thar
71281,Occu'thar
70257,Occu'thar
71283,Occu'thar
70260,Occu'thar
70262,Occu'thar
71286,Occu'thar
71288,Occu'thar
70265,Occu'thar
70267,Occu'thar
71292,Occu'thar
71294,Occu'thar
70270,Occu'thar
70272,Occu'thar
71297,Occu'thar
71299,Occu'thar
70275,Occu'thar
70277,Occu'thar
71302,Occu'thar
71046,Occu'thar
70279,Occu'thar
71048,Occu'thar
71304,Occu'thar
70281,Occu'thar
71050,Occu'thar
71052,Occu'thar
70284,Occu'thar
70286,Occu'thar
70289,Occu'thar
71059,Occu'thar
70291,Occu'thar
71061,Occu'thar
70295,Occu'thar
71064,Occu'thar
70297,Occu'thar
71066,Occu'thar
70299,Occu'thar
71069,Occu'thar
70301,Occu'thar
71071,Occu'thar
70304,Occu'thar
70306,Occu'thar
70309,Occu'thar
70311,Occu'thar
70314,Occu'thar
70316,Occu'thar
70319,Occu'thar
70320,Occu'thar
70321,Occu'thar
70322,Occu'thar
70323,Occu'thar
71092,Occu'thar
70324,Occu'thar
70325,Occu'thar
71094,Occu'thar
70326,Occu'thar
70327,Occu'thar
70328,Occu'thar
71097,Occu'thar
70329,Occu'thar
70330,Occu'thar
71099,Occu'thar
70331,Occu'thar
70332,Occu'thar
70333,Occu'thar
71102,Occu'thar
70334,Occu'thar
70335,Occu'thar
71104,Occu'thar
70336,Occu'thar
70337,Occu'thar
70338,Occu'thar
71107,Occu'thar
70339,Occu'thar
70340,Occu'thar
71109,Occu'thar
70341,Occu'thar
70342,Occu'thar
70343,Occu'thar
70344,Occu'thar
70345,Occu'thar
70346,Occu'thar
70347,Occu'thar
70348,Occu'thar
70349,Occu'thar
70350,Occu'thar
70351,Occu'thar
70352,Occu'thar
70354,Occu'thar
70356,Occu'thar
70358,Occu'thar
70359,Occu'thar
70360,Occu'thar
70361,Occu'thar
70362,Occu'thar
70363,Occu'thar
70364,Occu'thar
70365,Occu'thar
70366,Occu'thar
70367,Occu'thar
70368,Occu'thar
70369,Occu'thar
70370,Occu'thar
70371,Occu'thar
70372,Occu'thar
70373,Occu'thar
70374,Occu'thar
70375,Occu'thar
70376,Occu'thar
70377,Occu'thar
70378,Occu'thar
70379,Occu'thar
70380,Occu'thar
70381,Occu'thar
70382,Occu'thar
70383,Occu'thar
70384,Occu'thar
70385,Occu'thar
70386,Occu'thar
70387,Occu'thar
70388,Occu'thar
70389,Occu'thar
70390,Occu'thar
70391,Occu'thar
70392,Occu'thar
70393,Occu'thar
70394,Occu'thar
70395,Occu'thar
70396,Occu'thar
70397,Occu'thar
70398,Occu'thar
70399,Occu'thar
63488,The Conclave of Wind
65376,The Conclave of Wind
63489,The Conclave of Wind
65377,The Conclave of Wind
63490,The Conclave of Wind
63491,The Conclave of Wind
63492,The Conclave of Wind
63493,The Conclave of Wind
63494,The Conclave of Wind
63495,The Conclave of Wind
63496,The Conclave of Wind
63497,The Conclave of Wind
63498,The Conclave of Wind
65367,The Conclave of Wind
65368,The Conclave of Wind
65369,The Conclave of Wind
65370,The Conclave of Wind
65371,The Conclave of Wind
65372,The Conclave of Wind
65373,The Conclave of Wind
65374,The Conclave of Wind
65375,The Conclave of Wind
65088,Al'Akir
65089,Al'Akir
63041,Al'Akir
63682,Al'Akir
69827,Al'Akir
63683,Al'Akir
69828,Al'Akir
63684,Al'Akir
69829,Al'Akir
69830,Al'Akir
69831,Al'Akir
69833,Al'Akir
69834,Al'Akir
69835,Al'Akir
63499,Al'Akir
63500,Al'Akir
63501,Al'Akir
63502,Al'Akir
63503,Al'Akir
63504,Al'Akir
63505,Al'Akir
63506,Al'Akir
63507,Al'Akir
68127,Al'Akir
68128,Al'Akir
68129,Al'Akir
68130,Al'Akir
65378,Al'Akir
68131,Al'Akir
65379,Al'Akir
68132,Al'Akir
65380,Al'Akir
65381,Al'Akir
65382,Al'Akir
65383,Al'Akir
65384,Al'Akir
65000,Al'Akir
65385,Al'Akir
65001,Al'Akir
65386,Al'Akir
65002,Al'Akir
69878,Al'Akir
66998,Al'Akir
69879,Al'Akir
69880,Al'Akir
69881,Al'Akir
64314,Al'Akir
69882,Al'Akir
64315,Al'Akir
69883,Al'Akir
64316,Al'Akir
69884,Al'Akir
69885,Al'Akir
65087,Al'Akir
67424,Halfus Wyrmbreaker
67425,Halfus Wyrmbreaker
59469,Halfus Wyrmbreaker
65133,Halfus Wyrmbreaker
59470,Halfus Wyrmbreaker
65134,Halfus Wyrmbreaker
59471,Halfus Wyrmbreaker
65135,Halfus Wyrmbreaker
65136,Halfus Wyrmbreaker
59472,Halfus Wyrmbreaker
65137,Halfus Wyrmbreaker
59473,Halfus Wyrmbreaker
65138,Halfus Wyrmbreaker
59474,Halfus Wyrmbreaker
59475,Halfus Wyrmbreaker
65139,Halfus Wyrmbreaker
65140,Halfus Wyrmbreaker
59476,Halfus Wyrmbreaker
65141,Halfus Wyrmbreaker
65142,Halfus Wyrmbreaker
65143,Halfus Wyrmbreaker
65144,Halfus Wyrmbreaker
59481,Halfus Wyrmbreaker
59482,Halfus Wyrmbreaker
59483,Halfus Wyrmbreaker
59484,Halfus Wyrmbreaker
67423,Halfus Wyrmbreaker
65091,Theralion and Valiona
65092,Theralion and Valiona
65093,Theralion and Valiona
65094,Theralion and Valiona
65095,Theralion and Valiona
65096,Theralion and Valiona
63531,Theralion and Valiona
63532,Theralion and Valiona
63533,Theralion and Valiona
63534,Theralion and Valiona
63535,Theralion and Valiona
63536,Theralion and Valiona
65105,Theralion and Valiona
65106,Theralion and Valiona
65107,Theralion and Valiona
65108,Theralion and Valiona
65109,Theralion and Valiona
59512,Theralion and Valiona
65112,Theralion and Valiona
59515,Theralion and Valiona
59516,Theralion and Valiona
59517,Theralion and Valiona
59518,Theralion and Valiona
59519,Theralion and Valiona
65120,Ascendant Council
65121,Ascendant Council
65122,Ascendant Council
59502,Ascendant Council
59503,Ascendant Council
59504,Ascendant Council
59505,Ascendant Council
59506,Ascendant Council
59507,Ascendant Council
59508,Ascendant Council
59509,Ascendant Council
65110,Ascendant Council
59510,Ascendant Council
65111,Ascendant Council
59511,Ascendant Council
65113,Ascendant Council
59513,Ascendant Council
59514,Ascendant Council
65114,Ascendant Council
65115,Ascendant Council
65116,Ascendant Council
65117,Ascendant Council
65118,Ascendant Council
65119,Ascendant Council
63680,Cho'gall
65088,Cho'gall
65089,Cho'gall
59330,Cho'gall
59490,Cho'gall
65090,Cho'gall
65123,Cho'gall
65124,Cho'gall
65125,Cho'gall
65126,Cho'gall
59494,Cho'gall
65127,Cho'gall
59495,Cho'gall
65128,Cho'gall
65129,Cho'gall
59497,Cho'gall
59498,Cho'gall
65130,Cho'gall
59499,Cho'gall
65131,Cho'gall
59500,Cho'gall
65132,Cho'gall
59501,Cho'gall
68600,Cho'gall
65145,Cho'gall
64314,Cho'gall
64315,Cho'gall
64316,Cho'gall
59485,Cho'gall
59486,Cho'gall
59487,Cho'gall
65087,Cho'gall
60226,Sinestra
60227,Sinestra
60228,Sinestra
60229,Sinestra
60230,Sinestra
60231,Sinestra
60232,Sinestra
60233,Sinestra
60234,Sinestra
60235,Sinestra
60236,Sinestra
60237,Sinestra
60238,Sinestra
65004,Omnotron Defense System
59117,Omnotron Defense System
59118,Omnotron Defense System
59119,Omnotron Defense System
59216,Omnotron Defense System
59120,Omnotron Defense System
59217,Omnotron Defense System
59121,Omnotron Defense System
59218,Omnotron Defense System
59122,Omnotron Defense System
59219,Omnotron Defense System
65076,Omnotron Defense System
59220,Omnotron Defense System
63540,Omnotron Defense System
65077,Omnotron Defense System
65078,Omnotron Defense System
65079,Omnotron Defense System
65080,Omnotron Defense System
65081,Omnotron Defense System
65082,Omnotron Defense System
65083,Omnotron Defense System
65084,Omnotron Defense System
65085,Omnotron Defense System
65086,Omnotron Defense System
59328,Magmaw
59329,Magmaw
59331,Magmaw
59492,Magmaw
59332,Magmaw
59333,Magmaw
59334,Magmaw
59335,Magmaw
59336,Magmaw
59340,Magmaw
59341,Magmaw
65007,Magmaw
65041,Magmaw
65042,Magmaw
65044,Magmaw
65045,Magmaw
65046,Magmaw
65047,Magmaw
65048,Magmaw
65049,Magmaw
65050,Magmaw
65051,Magmaw
59452,Magmaw
65020,Magmaw
65056,Atramedes
65058,Atramedes
65059,Atramedes
65060,Atramedes
65061,Atramedes
67429,Atramedes
65062,Atramedes
67430,Atramedes
67431,Atramedes
65063,Atramedes
65066,Atramedes
59312,Atramedes
59315,Atramedes
59316,Atramedes
59317,Atramedes
59318,Atramedes
59319,Atramedes
59320,Atramedes
59322,Atramedes
59324,Atramedes
65052,Atramedes
59325,Atramedes
65053,Atramedes
59326,Atramedes
65054,Atramedes
59327,Atramedes
65055,Atramedes
59233,Chimaeron
59234,Chimaeron
65028,Chimaeron
65064,Chimaeron
65065,Chimaeron
65067,Chimaeron
65068,Chimaeron
65069,Chimaeron
65070,Chimaeron
59310,Chimaeron
59311,Chimaeron
65071,Chimaeron
65072,Chimaeron
59313,Chimaeron
65073,Chimaeron
59314,Chimaeron
65075,Chimaeron
59221,Chimaeron
59223,Chimaeron
59224,Chimaeron
59225,Chimaeron
59355,Chimaeron
59451,Chimaeron
65021,Chimaeron
67426,Maloriak
67427,Maloriak
67428,Maloriak
65029,Maloriak
65030,Maloriak
65031,Maloriak
65032,Maloriak
65033,Maloriak
65034,Maloriak
65035,Maloriak
65036,Maloriak
65037,Maloriak
59342,Maloriak
65038,Maloriak
59343,Maloriak
65039,Maloriak
65040,Maloriak
59344,Maloriak
59346,Maloriak
59347,Maloriak
59348,Maloriak
59349,Maloriak
59350,Maloriak
59351,Maloriak
59352,Maloriak
59353,Maloriak
59354,Maloriak
65024,Nefarian's End
59457,Nefarian's End
65025,Nefarian's End
65057,Nefarian's End
63682,Nefarian's End
65026,Nefarian's End
63683,Nefarian's End
59459,Nefarian's End
65027,Nefarian's End
63684,Nefarian's End
65000,Nefarian's End
65001,Nefarian's End
59337,Nefarian's End
65002,Nefarian's End
65003,Nefarian's End
59441,Nefarian's End
59442,Nefarian's End
65074,Nefarian's End
59443,Nefarian's End
65043,Nefarian's End
59444,Nefarian's End
59222,Nefarian's End
59321,Nefarian's End
65017,Nefarian's End
59450,Nefarian's End
65018,Nefarian's End
65019,Nefarian's End
59356,Nefarian's End
59454,Nefarian's End
65022,Nefarian's End
63679,Nefarian's End
65023,Nefarian's End
69600,High Priest Venoxis
69601,High Priest Venoxis
69602,High Priest Venoxis
69603,High Priest Venoxis
69604,High Priest Venoxis
69608,Bloodlord Mandokir
69609,Bloodlord Mandokir
69605,Bloodlord Mandokir
69606,Bloodlord Mandokir
69607,Bloodlord Mandokir
68823,Bloodlord Mandokir
69632,Cache of Madness - Gri'lek
69633,Cache of Madness - Gri'lek
69634,Cache of Madness - Gri'lek
69635,Cache of Madness - Gri'lek
69630,Cache of Madness - Gri'lek
69631,Cache of Madness - Gri'lek
69632,Cache of Madness - Hazza'rah
69633,Cache of Madness - Hazza'rah
69636,Cache of Madness - Hazza'rah
69637,Cache of Madness - Hazza'rah
69630,Cache of Madness - Hazza'rah
69631,Cache of Madness - Hazza'rah
69632,Cache of Madness - Renataki
69633,Cache of Madness - Renataki
69630,Cache of Madness - Renataki
69638,Cache of Madness - Renataki
69631,Cache of Madness - Renataki
69639,Cache of Madness - Renataki
69632,Cache of Madness - Wushoolay
69640,Cache of Madness - Wushoolay
69633,Cache of Madness - Wushoolay
69641,Cache of Madness - Wushoolay
69630,Cache of Madness - Wushoolay
69631,Cache of Madness - Wushoolay
69610,High Priestess Kilnara
69611,High Priestess Kilnara
69612,High Priestess Kilnara
69613,High Priestess Kilnara
69614,High Priestess Kilnara
68824,High Priestess Kilnara
69616,Zanzil
69617,Zanzil
69618,Zanzil
69619,Zanzil
69615,Zanzil
69620,Jin'do the Godbreaker
69621,Jin'do the Godbreaker
69622,Jin'do the Godbreaker
69623,Jin'do the Godbreaker
69624,Jin'do the Godbreaker
69625,Jin'do the Godbreaker
69626,Jin'do the Godbreaker
69627,Jin'do the Godbreaker
69628,Jin'do the Godbreaker
69629,Jin'do the Godbreaker
69552,Akil'zon
69553,Akil'zon
69549,Akil'zon
69550,Akil'zon
69551,Akil'zon
69554,Nalorakk
69555,Nalorakk
69556,Nalorakk
69557,Nalorakk
69558,Nalorakk
69560,Jan'alai
69561,Jan'alai
69562,Jan'alai
69563,Jan'alai
69559,Jan'alai
69568,Halazzi
69564,Halazzi
