47910,Aegis of the Coliseum,OffHand
29458,Aegis of the Vindicator,OffHand
46225,Aegis Shoulderguards,Shoulders
46226,Aegis Shoulderplates,Shoulders
46227,Aegis Spaulders,Shoulders
46228,Aegis Tunic,Chest
45868,Aesir's Edge,Weapon
46035,Aesuga, Hand of the Ardent Champion,Weapon
103846,Aeth's Swiftcinder Cloak,Cloak
47551,Aethas' Intensity,Cloak
34935,Aftershock Waistguard,Belt
18823,Aged Core Leather Gloves,Gloves
44102,Aged Pauldrons of The Five Thunders,Shoulders
40250,Aged Winter Cloak,Cloak
59455,Agile Bio-Optic Killshades,Helm
77534,Agile Retinal Armor,Helm
39190,Agonal Sash,Belt
50114,Ahn'Kahar Blood Hunter's Handguards,Gloves
50115,Ahn'Kahar Blood Hunter's Headpiece,Helm
50116,Ahn'Kahar Blood Hunter's Legguards,Pants
50117,Ahn'Kahar Blood Hunter's Spaulders,Shoulders
50118,Ahn'Kahar Blood Hunter's Tunic,Chest
49989,Ahn'kahar Onyx Neckguard,Neck
32771,Airman's Ribbon of Gallantry,Trinket
93387,Akama's Seal of Courage,Ring
33214,Akil'zon's Talonblade,Weapon
59492,Akirus the Worm-Breaker,Weapon
59444,Akmin-Kurai, Dominion's Shield,OffHand
94739,Al'set's Tormented Leggings,Pants
103689,Alacrity of Xuen,Trinket
105804,Aladya's Spiritfire Greathelm,Helm
89071,Alani's Inflexible Ring,Ring
13503,Alchemist Stone,Trinket
14555,Alcor's Sunrazor,Weapon
28825,Aldori Legacy Defender,OffHand
50021,Aldriana's Gloves of Secrecy,Gloves
98209,Ale-Boiled Bindings,Bracers
98203,Ale-Boiled Boots,Boots
98206,Ale-Boiled Britches,Pants
98204,Ale-Boiled Gloves,Gloves
98205,Ale-Boiled Hood,Helm
98202,Ale-Boiled Jerkin,Chest
98207,Ale-Boiled Shoulders,Shoulders
98208,Ale-Boiled Waistband,Belt
47508,Aledar's Battlestar,Weapon
92786,Alliance Insignia of Conquering,Trinket
50359,Althor's Abacus,Trinket
72880,Alurmi's Ring,Ring
70733,Alysra's Razor,Weapon
70738,Alysrazor's Band,Ring
69801,Amani Armguards,Bracers
33494,Amani Divining Staff,Weapon
69579,Amani Headdress,Helm
33810,Amani Mask of Death,Helm
33283,Amani Punisher,Weapon
69581,Amani Scepter of Rites,Weapon
69559,Amani'shi Bracers,Bracers
101800,Amaranthine Cloak,Cloak
101801,Amaranthine Cord,Belt
101802,Amaranthine Cowl,Helm
101803,Amaranthine Handwraps,Gloves
101804,Amaranthine Leggings,Pants
101805,Amaranthine Necklace,Neck
101807,Amaranthine Sandals,Boots
101808,Amaranthine Shoulderpads,Shoulders
101809,Amaranthine Signet,Ring
101810,Amaranthine Wristwraps,Bracers
29463,Amber Bands of the Aggressor,Bracers
103948,Amber Parasite Wraps,Chest
17113,Amberseal Keeper,Weapon
89094,Ambersmith Legplates,Pants
32273,Amice of Brilliant Light,Shoulders
46068,Amice of Inconceivable Horror,Shoulders
90138,Amice of the Betrayer,Shoulders
34210,Amice of the Convoker,Shoulders
45440,Amice of the Stoic Watch,Shoulders
39246,Amulet of Autopsy,Neck
47619,Amulet of Binding Elements,Neck
71213,Amulet of Burning Brilliance,Neck
53509,Amulet of Evil Winds,Neck
34360,Amulet of Flowing Life,Neck
21702,Amulet of Foul Warding,Neck
35509,Amulet of Glacial Tranquility,Neck
69635,Amulet of Protection,Neck
85986,Amulet of Seven Curses,Neck
21529,Amulet of Shadow Shielding,Neck
53499,Amulet of the Centauri,Neck
19491,Amulet of the Darkmoon,Neck
22657,Amulet of the Dawn,Neck
21712,Amulet of the Fallen God,Neck
86047,Amulet of the Hidden Kings,Neck
94776,Amulet of the Primal Turtle,Neck
21507,Amulet of the Shifting Sands,Neck
50005,Amulet of the Silent Eulogy,Neck
95181,Amulet of the Titanorex,Neck
69605,Amulet of the Watcher,Neck
34204,Amulet of Unfettered Magics,Neck
21608,Amulet of Vek'nilash,Neck
94760,Amun-Thoth, Sul's Spiritrending Talons,Weapon
105766,Anafielle's Spiked Choker,Neck
39420,Anarchy,Weapon
18609,Anathema,Weapon
30061,Ancestral Ring of Conquest,Ring
37241,Ancient Aligned Girdle,Belt
33474,Ancient Amani Longbow,Weapon
33830,Ancient Aqir Artifact,Trinket
103962,Ancient Archer's Chestguard,Chest
62040,Ancient Bloodmoon Cloak,Cloak
17067,Ancient Cornerstone Grimoire,OffHand
20617,Ancient Corroded Leggings,Pants
19852,Ancient Hakkari Manslayer,Weapon
45226,Ancient Iron Heaume,Helm
103871,Ancient Mogu Tower Shield,OffHand
97191,Ancient Overlord's Onyx Band,Ring
47494,Ancient Pendant of Arathor,Neck
69001,Ancient Petrified Seed,Trinket
49078,Ancient Pickled Egg,Trinket
97189,Ancient Primalist's Seal,Ring
21650,Ancient Qiraji Ripper,Weapon
50772,Ancient Skeletal Boots,Boots
30735,Ancient Spellcloak of the Highborne,Cloak
59459,Andoros, Fist of the Dragon King,Weapon
30888,Anetheron's Noose,Belt
21690,Angelista's Charm,Neck
19388,Angelista's Grasp,Belt
34887,Angelista's Revenge,Ring
30895,Angelista's Sash,Belt
21695,Angelista's Touch,Ring
30725,Anger-Spark Gloves,Gloves
90912,Angerforged Stompers,Boots
40189,Angry Dread,Weapon
47911,Anguish,Weapon
94957,Anima-Ringed Fingers,Gloves
89070,Anji's Keepsake,Ring
37192,Annhylde's Ring,Ring
72842,Annihilan Helm,Helm
34847,Annihilator Holo-Gogs,Helm
49490,Antediluvian Cornerstone Grimoire,OffHand
49308,Antique Cornerstone Grimoire,OffHand
62035,Antique Myrmidon's Signet,Ring
29093,Antlers of Malorne,Helm
30909,Antonidas' Aegis of Rapt Concentration,OffHand
50188,Anub'ar Stalker's Gloves,Gloves
21837,Anubisath Warhammer,Weapon
34890,Anveena's Touch,Ring
44914,Anvil of Titans,Trinket
53125,Apocalypse's Advance,Boots
34247,Apolyon, the Soul-Render,Weapon
30908,Apostle of Argus,Weapon
68972,Apparatus of Khaz'goroth,Trinket
71029,Arachnaflame Treads,Boots
39702,Arachnoid Gold Band,Bracers
28728,Aran's Soothing Sapphire,OffHand
71353,Arathar, the Eye of Flame,Weapon
39294,Arc-Scorched Helmet,Helm
19336,Arcane Infused Gem,Trinket
50211,Arcane Loops of Anger,Neck
40558,Arcanic Tramplers,Boots
16802,Arcanist Belt,Belt
16799,Arcanist Bindings,Bracers
16800,Arcanist Boots,Boots
16795,Arcanist Crown,Helm
16801,Arcanist Gloves,Gloves
16796,Arcanist Leggings,Pants
16797,Arcanist Mantle,Shoulders
39769,Arcanite Ripper,Weapon
45708,Archaedas' Lost Legplates,Pants
30726,Archaic Charm of Presence,Neck
95025,Archaic Protector's Legguards,Pants
30885,Archbishop's Slippers,Boots
19376,Archimtiros' Ring of Reckoning,Ring
72852,Archivist's Gloves,Gloves
90034,Archmage's Staff,Weapon
47233,Archon Glaive,Weapon
34199,Archon's Gavel,Weapon
50429,Archus, Greatstaff of Antonidas,Weapon
103743,Arcsmasher Bracers,Bracers
72853,Arcurion Legguards,Pants
103946,Arcweaver Spell Sword,Weapon
868,Ardent Custodian,Weapon
47899,Ardent Guard,Weapon
47809,Argent Resolve,Weapon
105758,Arielle's Ancient Legwraps,Pants
59504,Arion's Crown,Helm
69638,Arlokk's Claws,Weapon
19910,Arlokk's Grasp,Weapon
69610,Arlokk's Signet,Ring
40343,Armageddon,Weapon
45663,Armbands of Bedlam,Bracers
47313,Armbands of Dark Determination,Bracers
47203,Armbands of the Ashen Saint,Bracers
69556,Armbands of the Bear Spirit,Bracers
45680,Armbands of the Construct,Bracers
47610,Armbands of the Northern Stalker,Bracers
47496,Armbands of the Wary Lookout,Bracers
45316,Armbraces of the Vibrant Flame,Bracers
40736,Armguard of the Tower Archer,Bracers
47680,Armguards of the Nether Lord,Bracers
47298,Armguards of the Shieldmaiden,Bracers
47739,Armor of Shifting Shadows,Chest
90422,Armor of the Single Cloud,Chest
42549,Armored Titanium Goggles,Helm
47869,Armplates of the Nether Lord,Bracers
94751,Armplates of the Vanquished Abomination,Bracers
33578,Armwraps of the Kaldorei Protector,Bracers
90723,Arness's Scaled Leggings,Pants
86082,Arrow Breaking Windcloak,Cloak
72897,Arrow of Time,Trinket
33328,Arrow-Fall Chestguard,Chest
77162,Arrowflick Gauntlets,Gloves
103888,Arrowflight Girdle,Belt
93258,Arrowflight Medallion,Trinket
67150,Arrowsinger Legguards,Pants
40265,Arrowsong,Weapon
94821,Artery Rippers,Gloves
86203,Articulated Legplates,Pants
86320,Asani's Uncleansed Sandals,Boots
103794,Asgorathian Blood Seal,Ring
13262,Ashbringer,Weapon
50442,Ashbringer (Extra Effects),Weapon
50375,Ashen Band of Courage,Ring
50377,Ashen Band of Destruction,Ring
50404,Ashen Band of Endless Courage,Ring
50398,Ashen Band of Endless Destruction,Ring
52572,Ashen Band of Endless Might,Ring
50402,Ashen Band of Endless Vengeance,Ring
50400,Ashen Band of Endless Wisdom,Ring
50388,Ashen Band of Greater Courage,Ring
50384,Ashen Band of Greater Destruction,Ring
52570,Ashen Band of Greater Might,Ring
50387,Ashen Band of Greater Vengeance,Ring
50386,Ashen Band of Greater Wisdom,Ring
52569,Ashen Band of Might,Ring
50403,Ashen Band of Unmatched Courage,Ring
50397,Ashen Band of Unmatched Destruction,Ring
52571,Ashen Band of Unmatched Might,Ring
50401,Ashen Band of Unmatched Vengeance,Ring
50399,Ashen Band of Unmatched Wisdom,Ring
50376,Ashen Band of Vengeance,Ring
50378,Ashen Band of Wisdom,Ring
103932,Ashen Wall Girdle,Belt
103868,Ashflare Pendant,Neck
19364,Ashkandi, Greatsword of the Brotherhood,Weapon
32490,Ashtongue Talisman of Acumen,Trinket
32486,Ashtongue Talisman of Equilibrium,Trinket
32488,Ashtongue Talisman of Insight,Trinket
32492,Ashtongue Talisman of Lethality,Trinket
32493,Ashtongue Talisman of Shadows,Trinket
32487,Ashtongue Talisman of Swiftness,Trinket
32485,Ashtongue Talisman of Valor,Trinket
32491,Ashtongue Talisman of Vision,Trinket
32489,Ashtongue Talisman of Zeal,Trinket
29172,Ashyen's Gift,Ring
45493,Asimov's Drape,Cloak
35751,Assassin's Alchemist Stone,Trinket
56562,Assassin's Chestplate,Chest
102292,Assurance of Consequence,Trinket
50067,Astrylian's Sutured Cinch,Belt
77224,Ataraxis, Cudgel of the Warmaster,Weapon
94955,Athame of the Sanguine Ritual,Weapon
22589,Atiesh, Greatstaff of the Guardian,Weapon
39734,Atonement Greaves,Boots
86157,Attenuating Bracers,Bracers
48705,Attrition,Weapon
17105,Aurastone Hammer,Weapon
49482,Aurora of Transcendence,Helm
45872,Avalanche,Weapon
33533,Avalanche Leggings,Pants
21389,Avenger's Breastplate,Chest
21387,Avenger's Crown,Helm
21388,Avenger's Greaves,Boots
21390,Avenger's Legguards,Pants
21391,Avenger's Pauldrons,Shoulders
98607,Avenger's Trillium Legplates,Pants
98616,Avenger's Trillium Waistplate,Belt
39217,Avenging Combat Leggings,Pants
70122,Aviana's Grips,Gloves
103851,Avool's Ancestral Bracers,Bracers
71778,Avool's Incendiary Shanker,Weapon
44311,Avool's Sword of Jin,Weapon
93876,Awakened Pauldrons of Elements,Shoulders
93885,Awakened Vest of Elements,Chest
102574,Axe of Ordos,Weapon
811,Axe of the Deep Woods,Weapon
28794,Axe of the Gronn Lords,Weapon
45204,Axe of the Sen'jin Protector,Weapon
72814,Axe of the Tauren Chieftains,Weapon
95129,Axebinder Wristguards,Bracers
37884,Azure Cloth Bindings,Bracers
94781,Azure Shell Bracers,Bracers
29266,Azure-Shield of Coldarra,OffHand
17103,Azuresong Mageblade,Weapon
77236,Backbreaker Spaulders,Shoulders
94523,Bad Juju,Trinket
21670,Badge of the Swarmguard,Trinket
42944,Balanced Heartseeker,Weapon
37128,Balebrew Charm,Trinket
71281,Balespider's Handwraps,Gloves
71282,Balespider's Hood,Helm
71283,Balespider's Leggings,Pants
71285,Balespider's Mantle,Shoulders
53103,Baltharus' Gift,Neck
93329,Bambrick's Striking Strap,Belt
17063,Band of Accuria,Ring
29922,Band of Al'ar,Ring
58185,Band of Bees,Ring
89824,Band of Bursting Novas,Ring
47282,Band of Callous Aggression,Ring
40719,Band of Channeled Magic,Ring
28793,Band of Crimson Fury,Ring
19434,Band of Dark Dominion,Ring
47054,Band of Deplorable Violence,Ring
32526,Band of Devastation,Ring
45303,Band of Draconic Guile,Ring
29294,Band of Eternity,Ring
19403,Band of Forced Concentration,Ring
71327,Band of Ghoulish Glee,Ring
70110,Band of Glittering Lights,Ring
37694,Band of Guile,Ring
29373,Band of Halos,Ring
21526,Band of Icy Depths,Ring
31319,Band of Impenetrable Defenses,Ring
46048,Band of Lights,Ring
34166,Band of Lucent Beams,Ring
39193,Band of Neglected Pleas,Ring
22961,Band of Reanimation,Ring
77109,Band of Reconstruction,Ring
34189,Band of Ruinous Delight,Ring
58188,Band of Secret Names,Ring
22721,Band of Servitude,Ring
50271,Band of Stained Souls,Ring
19138,Band of Sulfuras,Ring
32261,Band of the Abyssal Lord,Ring
49949,Band of the Bone Colossus,Ring
31923,Band of the Crystalline Void,Ring
29301,Band of the Eternal Champion,Ring
29297,Band of the Eternal Defender,Ring
29309,Band of the Eternal Restorer,Ring
29305,Band of the Eternal Sage,Ring
28553,Band of the Exorcist,Ring
69802,Band of the Gurubashi Berserker,Ring
23031,Band of the Inevitable,Ring
47732,Band of the Invoker,Ring
40586,Band of the Kirin Tor,Ring
50993,Band of the Night Raven,Belt
88167,Band of the Petrified Pumpkin,Ring
29997,Band of the Ranger-General,Ring
95513,Band of the Scaled Tyrant,Ring
95140,Band of the Shado-Pan Assault,Ring
93244,Band of the Shieldwall,Ring
33580,Band of the Swift Paw,Bracers
47315,Band of the Traitor King,Ring
47888,Band of the Twin Val'kyr,Ring
33058,Band of the Vigilant,Ring
46959,Band of the Violent Temperment,Ring
22939,Band of Unanswered Prayers,Ring
21408,Band of Unending Life,Ring
23038,Band of Unnatural Forces,Ring
21414,Band of Vaulted Secrets,Ring
21405,Band of Veiled Shadows,Ring
33055,Band of Vile Aggression,Ring
40371,Bandit's Insignia,Trinket
39278,Bands of Anxiety,Bracers
40198,Bands of Impurity,Bracers
28511,Bands of Indwelling,Bracers
40324,Bands of Mutual Respect,Bracers
28515,Bands of Nefarious Deeds,Bracers
29240,Bands of Negation,Bracers
29255,Bands of Rarefied Magic,Bracers
29249,Bands of the Benevolent,Bracers
30026,Bands of the Celestial Archer,Bracers
32259,Bands of the Coming Storm,Bracers
40739,Bands of the Great Tree,Bracers
37668,Bands of the Stoneforge,Bracers
47214,Banner of Victory,Trinket
47261,Barb of Tarasque,Weapon
21635,Barb of the Sand Reaver,Weapon
21664,Barbed Choker,Neck
28516,Barbed Choker of Discipline,Neck
34904,Barbed Gloves of the Sage,Gloves
50228,Barbed Ymirheim Choker,Neck
30029,Bark-Gloves of Ancient Wisdom,Gloves
29265,Barkchip Boots,Boots
47504,Barkhide Treads,Boots
21699,Barrage Shoulders,Shoulders
40475,Barricade of Eternity,OffHand
53496,Barrier of the Earth Princess,OffHand
30882,Bastion of Light,OffHand
47079,Bastion of Purity,OffHand
47287,Bastion of Resolve,OffHand
88880,Battle Shadow Bracers,Bracers
93851,Battle-Forged Truesilver Champion,Weapon
93848,Battle-Hardened Thrash Blade,Weapon
51025,Battle-Maiden's Legguards,Pants
24267,Battlecast Hood,Helm
24263,Battlecast Pants,Pants
89423,Battleguard of Guo-Lai,Chest
45559,Battlelord's Plate Boots,Boots
42129,Battlemaster's Accuracy,Trinket
41588,Battlemaster's Aggression,Trinket
35326,Battlemaster's Alacrity,Trinket
34049,Battlemaster's Audacity,Trinket
42130,Battlemaster's Avidity,Trinket
42132,Battlemaster's Bravery,Trinket
41587,Battlemaster's Celerity,Trinket
42131,Battlemaster's Conviction,Trinket
41590,Battlemaster's Courage,Trinket
34163,Battlemaster's Cruelty,Trinket
34162,Battlemaster's Depravity,Trinket
33832,Battlemaster's Determination,Trinket
42133,Battlemaster's Fury,Trinket
42128,Battlemaster's Hostility,Trinket
34050,Battlemaster's Perseverance,Trinket
42134,Battlemaster's Precision,Trinket
42136,Battlemaster's Rage,Trinket
41589,Battlemaster's Resolve,Trinket
42137,Battlemaster's Ruination,Trinket
42135,Battlemaster's Vivacity,Trinket
59316,Battleplate of Ancient Kings,Chest
76874,Battleplate of Radiant Glory,Chest
85332,Battleplate of Resounding Rings,Chest
69593,Battleplate of the Amani Empire,Chest
59486,Battleplate of the Apocalypse,Chest
95331,Battleplate of the Last Mogu,Chest
71068,Battleplate of the Molten Giant,Chest
99047,Battleplate of the Prehistoric Marauder,Chest
28747,Battlescar Boots,Boots
44096,Battleworn Thrash Blade,Weapon
33421,Battleworn Tuskguard,Helm
77095,Batwing Cloak,Cloak
50354,Bauble of True Blood,Trinket
93271,Beach-Born Sandals,Boots
85922,Beads of the Mogu'shi,Neck
40693,Beadwork Belt of Shamanic Vision,Belt
94775,Beady-Eye Bracers,Bracers
94774,Beakbreaker Greatcloak,Cloak
30892,Beast-Tamer's Shoulders,Shoulders
22061,Beastmaster's Boots,Boots
22013,Beastmaster's Cap,Helm
22015,Beastmaster's Gloves,Gloves
22060,Beastmaster's Tunic,Chest
28589,Beastmaw Pauldrons,Shoulders
58182,Bedrock Talisman,Trinket
21708,Beetle Scaled Wristguards,Bracers
47585,Bejeweled Wizard's Bracers,Bracers
43994,Belabored Legplates,Pants
59326,Bell of Enraging Resonance,Trinket
69877,Belt of a Thousand Gaping Mouths,Belt
59342,Belt of Absolute Zero,Belt
34527,Belt of Absolution,Belt
59349,Belt of Arcane Storms,Belt
45556,Belt of Arctic Life,Belt
47286,Belt of Biting Cold,Belt
30038,Belt of Blasting,Belt
47283,Belt of Bloodied Scars,Belt
50036,Belt of Broken Bones,Belt
45505,Belt of Clinging Hope,Belt
45241,Belt of Colossal Rage,Belt
95186,Belt of Crushed Dreams,Belt
44302,Belt of Dark Mending,Belt
47152,Belt of Deathly Dominion,Belt
30040,Belt of Deep Shadow,Belt
29241,Belt of Depravity,Belt
90449,Belt of Detonation,Belt
32519,Belt of Divine Guidance,Belt
28799,Belt of Divine Inspiration,Belt
45553,Belt of Dragons,Belt
86326,Belt of Embodied Terror,Belt
22518,Belt of Faith,Belt
39735,Belt of False Dignity,Belt
47170,Belt of Fierce Competition,Belt
77260,Belt of Flayed Skin,Belt
28567,Belt of Gale Force,Belt
78886,Belt of Ghostly Graces,Belt
105782,Belt of Glowing Embers,Belt
77180,Belt of Hidden Keys,Belt
70117,Belt of Living Obsidium,Belt
95523,Belt of Loa Charms,Belt
86210,Belt of Malleable Amber,Belt
47231,Belt of Merciless Cruelty,Belt
16864,Belt of Might,Belt
30042,Belt of Natural Power,Belt
56537,Belt of Nefarious Whispers,Belt
21586,Belt of Never-Ending Agony,Belt
103898,Belt of Ominous Trembles,Belt
50996,Belt of Omission,Belt
30106,Belt of One-Hundred Deaths,Belt
47308,Belt of Pale Thorns,Belt
50994,Belt of Petrified Ivy,Belt
40200,Belt of Potent Chanting,Belt
32339,Belt of Primal Majesty,Belt
50270,Belt of Rotted Fingernails,Belt
30915,Belt of Seething Fury,Belt
77237,Belt of Shattered Elementium,Belt
69600,Belt of Slithering Serpents,Belt
16944,Belt of Ten Storms,Belt
95188,Belt of the Arch Avimimus,Belt
18405,Belt of the Archmage,Belt
45827,Belt of the Ardent Marksman,Belt
77241,Belt of the Beloved Companion,Belt
45467,Belt of the Betrayed,Belt
90136,Belt of the Betrayer,Belt
30046,Belt of the Black Eagle,Belt
59450,Belt of the Blackhand,Belt
50015,Belt of the Blood Nova,Belt
45895,Belt of the Blood Pit,Belt
47863,Belt of the Bloodhoof Emissary,Belt
103856,Belt of the Broken Pact,Belt
105776,Belt of the Burning Soul,Belt
47181,Belt of the Churning Blaze,Belt
30914,Belt of the Crescent Moon,Belt
45455,Belt of the Crystal Tree,Belt
20625,Belt of the Dark Bog,Belt
45508,Belt of the Darkspeaker,Belt
54504,Belt of the Depths,Belt
95189,Belt of the Dying Diemetradon,Belt
47909,Belt of the Eternal,Belt
60231,Belt of the Fallen Brood,Belt
21606,Belt of the Fallen Emperor,Belt
45151,Belt of the Fallen Wyrm,Belt
62384,Belt of the Ferocious Wolf,Belt
47195,Belt of the Forgotten Martyr,Belt
47615,Belt of the Frozen Reach,Belt
23666,Belt of the Grand Crusader,Belt
30034,Belt of the Guardian,Belt
46990,Belt of the Ice Burrower,Belt
47859,Belt of the Impaler,Belt
103940,Belt of the Iron Prison,Belt
45333,Belt of the Iron Servant,Belt
45830,Belt of the Living Thicket,Belt
50451,Belt of the Lonely Noble,Belt
30036,Belt of the Long Road,Belt
34541,Belt of the Malefic,Belt
47107,Belt of the Merciless Killer,Belt
47870,Belt of the Nether Champion,Belt
98612,Belt of the Night Sky,Belt
59321,Belt of the Nightmare,Belt
47299,Belt of the Pitiless Killer,Belt
71253,Belt of the Seven Seals,Belt
34929,Belt of the Silent Path,Belt
45824,Belt of the Singing Blade,Belt
45548,Belt of the Sleeper,Belt
34557,Belt of the Tempest,Belt
47258,Belt of the Tenebrous Mist,Belt
45550,Belt of the Titans,Belt
40260,Belt of the Tortured,Belt
30643,Belt of the Tracker,Belt
45829,Belt of the Twilight Assassin,Belt
95192,Belt of the Tyrannotitan,Belt
62431,Belt of the Untamed,Belt
47669,Belt of the Winter Solstice,Belt
16925,Belt of Transcendence,Belt
77181,Belt of Universal Curing,Belt
18608,Benediction,Weapon
40302,Benefactor's Gauntlets,Gloves
49808,Bent Gold Belt,Belt
93899,Bequeathed Insignia of the Alliance,Trinket
93898,Bequeathed Insignia of the Horde,Trinket
19578,Berserker Bracers,Bracers
33831,Berserker's Call,Trinket
40384,Betrayer of Humanity,Weapon
19897,Betrayer's Boots,Boots
72870,Betrayer's Pauldrons,Shoulders
49785,Bewildering Shoulderpads,Shoulders
28583,Big Bad Wolf's Head,Helm
28584,Big Bad Wolf's Paw,Weapon
21682,Bile-Covered Gauntlets,Gloves
50023,Bile-Encrusted Medallion,Neck
59233,Bile-O-Tron Nut,Ring
86342,Binder's Chain of Unending Summer,Belt
47728,Binding Light,Trinket
45306,Binding of the Dragon Matriarch,Belt
47265,Binding of the Ice Burrower,Belt
47174,Binding of the Tranquil Glade,Belt
47880,Binding Stone,Trinket
86027,Bindings of Ancient Spirits,Bracers
60234,Bindings of Bleak Betrayal,Bracers
47141,Bindings of Dark Essence,Bracers
22519,Bindings of Faith,Bracers
32574,Bindings of Lightning Reflexes,Bracers
94743,Bindings of Multiplicative Strikes,Bracers
47324,Bindings of the Ashen Saint,Bracers
47277,Bindings of the Autumn Willow,Bracers
40209,Bindings of the Decrepit,Bracers
46009,Bindings of the Depths,Bracers
76156,Bindings of the End Times,Bracers
40325,Bindings of the Expansive Mind,Bracers
39764,Bindings of the Hapless Prey,Bracers
29183,Bindings of the Timewalker,Bracers
47173,Bindings of the Wicked,Bracers
16926,Bindings of Transcendence,Bracers
45460,Bindings of Winter Gale,Bracers
40338,Bindings of Yearning,Bracers
105784,Binkenstein's Burnished Belt,Belt
29375,Bishop's Cloak,Cloak
49116,Bitter Balebrew Charm,Trinket
45888,Bitter Cold Armguards,Bracers
71333,Bitterer Balebrew Charm,Trinket
87576,Bitterest Balebrew Charm,Trinket
105789,Bjam's Blasting Bracers,Bracers
19166,Black Amnesty,Weapon
20626,Black Bark Wristbands,Bracers
24257,Black Belt of Knowledge,Belt
94944,Black Blood Legplates,Pants
102310,Black Blood of Y'Shaarj,Trinket
32336,Black Bow of the Betrayer,Weapon
19373,Black Brood Pauldrons,Shoulders
50035,Black Bruise,Weapon
47579,Black Chitin Bracers,Bracers
90025,Black Circlet,Helm
16984,Black Dragonscale Boots,Boots
49811,Black Dragonskin Breeches,Pants
30891,Black Featherlight Boots,Boots
23537,Black Felsteel Bracers,Bracers
22194,Black Grasp of the Destroyer,Gloves
40497,Black Ice,Weapon
50303,Black Icicle,Weapon
49682,Black Knight's Rondel,Weapon
95013,Black Night Thundercloak,Cloak
28432,Black Planar Edge,Weapon
94577,Black Planar Edge, Reborn,Weapon
50207,Black Spire Sabatons,Boots
103959,Black-Blooded Drape,Cloak
30729,Black-Iron Battlecloak,Cloak
12592,Blackblade of Shahram,Weapon
49841,Blackened Geist Ribs,Chest
50265,Blackened Ghoul Skin Leggings,Pants
39293,Blackened Legplates of Feugen,Pants
34427,Blackened Naaru Sliver,Trinket
77024,Blackfang Battleweave Gloves,Gloves
77025,Blackfang Battleweave Helmet,Helm
77026,Blackfang Battleweave Legguards,Pants
77027,Blackfang Battleweave Spaulders,Shoulders
77023,Blackfang Battleweave Tunic,Chest
30047,Blackfathom Warbands,Bracers
19167,Blackfury,Weapon
103884,Blackfuse's Blasting Cord,Neck
19168,Blackguard,Weapon
89076,Blackguard Cape,Cloak
47905,Blackhorn Bludgeon,Weapon
77226,Blackhorn's Mighty Bulwark,OffHand
19135,Blacklight Bracer,Bracers
1169,Blackskull Shield,OffHand
17780,Blade of Eternal Darkness,Weapon
21395,Blade of Eternal Justice,Weapon
2801,Blade of Hanna,Weapon
30881,Blade of Infamy,Weapon
32369,Blade of Savagery,Weapon
34894,Blade of Serration,Weapon
46979,Blade of Tarasque,Weapon
29153,Blade of the Archmage,Weapon
45208,Blade of the Keening Banshee,Weapon
47724,Blade of the Silver Disciple,Weapon
47517,Blade of the Unbroken Covenant,Weapon
77189,Blade of the Unmaker,Weapon
28572,Blade of the Unrequited,Weapon
63536,Blade of the Witching Hour,Weapon
33467,Blade of Twisted Visions,Weapon
